,Star,Paper,Identifier,T_eff,T_eff_err,logg,logg_err,atmosphere,mass,mass_err,RA,Dec,Gaia_designation,parallax,parallax_err,mixing_zone_mass,mag_field,mag_field_err,infrared_excess,gas_emission,binary,origin,comment,[H/H(e)],[H/H(e)]e,[He/H(e)],[He/H(e)]e,[Li/H(e)],[Li/H(e)]e,Acc_rate_Li_steady_state,Sinking_time_Li,mass_fraction_Li,[Be/H(e)],[Be/H(e)]e,Acc_rate_Be_steady_state,Sinking_time_Be,[C/H(e)],[C/H(e)]e,Acc_rate_C_steady_state,Sinking_time_C,mass_fraction_C,[N/H(e)],[N/H(e)]e,Acc_rate_N_steady_state,Sinking_time_N,mass_fraction_N,[O/H(e)],[O/H(e)]e,Acc_rate_O_steady_state,Acc_rate_O_increasing,Acc_rate_O_decreasing,Sinking_time_O,mass_fraction_O,[Na/H(e)],[Na/H(e)]e,Acc_rate_Na_steady_state,Acc_rate_Na_increasing,Acc_rate_Na_decreasing,Sinking_time_Na,mass_fraction_Na,[Mg/H(e)],[Mg/H(e)]e,Acc_rate_Mg_steady_state,Acc_rate_Mg_increasing,Acc_rate_Mg_decreasing,Sinking_time_Mg,mass_fraction_Mg,[Al/H(e)],[Al/H(e)]e,Acc_rate_Al_steady_state,Acc_rate_Al_increasing,Acc_rate_Al_decreasing,Sinking_time_Al,mass_fraction_Al,[Si/H(e)],[Si/H(e)]e,Acc_rate_Si_steady_state,Acc_rate_Si_increasing,Acc_rate_Si_decreasing,Sinking_time_Si,mass_fraction_Si,[P/H(e)],[P/H(e)]e,Acc_rate_P_steady_state,Sinking_time_P,mass_fraction_P,[S/H(e)],[S/H(e)]e,Acc_rate_S_steady_state,Sinking_time_S,mass_fraction_S,[Cl/H(e)],[Cl/H(e)]e,Acc_rate_Cl_steady_state,Sinking_time_Cl,mass_fraction_Cl,[Ar/H(e)],[Ar/H(e)]e,[K/H(e)],[K/H(e)]e,Acc_rate_K_steady_state,Sinking_time_K,[Ca/H(e)],[Ca/H(e)]e,Acc_rate_Ca_steady_state,Acc_rate_Ca_increasing,Acc_rate_Ca_decreasing,Sinking_time_Ca,mass_fraction_Ca,[Sc/H(e)],[Sc/H(e)]e,Acc_rate_Sc_steady_state,Sinking_time_Sc,mass_fraction_Sc,[Ti/H(e)],[Ti/H(e)]e,Acc_rate_Ti_steady_state,Acc_rate_Ti_increasing,Acc_rate_Ti_decreasing,Sinking_time_Ti,mass_fraction_Ti,[V/H(e)],[V/H(e)]e,Acc_rate_V_steady_state,Sinking_time_V,mass_fraction_V,[Cr/H(e)],[Cr/H(e)]e,Acc_rate_Cr_steady_state,Acc_rate_Cr_increasing,Acc_rate_Cr_decreasing,Sinking_time_Cr,mass_fraction_Cr,[Mn/H(e)],[Mn/H(e)]e,Acc_rate_Mn_steady_state,Acc_rate_Mn_increasing,Acc_rate_Mn_decreasing,Sinking_time_Mn,mass_fraction_Mn,[Fe/H(e)],[Fe/H(e)]e,Acc_rate_Fe_steady_state,Acc_rate_Fe_increasing,Acc_rate_Fe_decreasing,Sinking_time_Fe,mass_fraction_Fe,[Co/H(e)],[Co/H(e)]e,Acc_rate_Co_steady_state,Sinking_time_Co,mass_fraction_Co,[Ni/H(e)],[Ni/H(e)]e,Acc_rate_Ni_steady_state,Acc_rate_Ni_increasing,Acc_rate_Ni_decreasing,Sinking_time_Ni,mass_fraction_Ni,[Cu/H(e)],[Cu/H(e)]e,Acc_rate_Cu_steady_state,Sinking_time_Cu,mass_fraction_Cu,[Zn/H(e)],[Zn/H(e)]e,Acc_rate_Zn_steady_state,Sinking_time_Zn,[Ga/H(e)],[Ga/H(e)]e,Acc_rate_Ga_steady_state,Sinking_time_Ga,mass_fraction_Ga,[Ge/H(e)],[Ge/H(e)]e,Acc_rate_Ge_steady_state,Sinking_time_Ge,mass_fraction_Ge,[As/H(e)],[As/H(e)]e,[Se/H(e)],[Se/H(e)]e,[Sr/H(e)],[Sr/H(e)]e,Acc_rate_Sr_steady_state,Sinking_time_Sr,mass_fraction_Sr,[Sn/H(e)],[Sn/H(e)]e,[I/H(e)],[I/H(e)]e,[Ba/H(e)],[Ba/H(e)]e,Acc_rate_Total_steady_state,Acc_rate_Total_increasing,Acc_rate_Total_decreasing
1615,SDSS J110608.27+010451.7,Coutu 2019,SDSS J110608.27+010451.7 Coutu 2019,6989,8.15,0.67,He,Gaia DR3 3805152217493874304,166.534391608154,1.081047674955,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,-3.77,-11.27,-1,0.29,218,0.16,0.11,5.8105752469,0.5570859476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,SDSS J110608.27+010451.7,Kepler 2015,SDSS J110608.27+010451.7 Kepler 2015,10920,8,,He,Gaia DR3 3805152217493874304,166.534391608154,1.081047674955,,https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.4078K/abstract,,-10.22,,0.115,134,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,SDSS J123024.04+314339.73,Kepler 2016,SDSS J123024.04+314339.73 Kepler 2016,6681,8,,He,Gaia DR3 1060188315963488640,166.68445487803,67.6189996714342,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,-9.013,,,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,2QZ J110644.2-003928,Coutu 2019,2QZ J110644.2-003928 Coutu 2019,11350,8.06,0.62,He,Gaia DR3 3803570123340582400,166.684499667993,-0.6576199752741,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,-6.02,-8.19,-1,0.13,457,0.27,0.18,3.4989503149,0.588871624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,SDSS J110644.27-003927.4,Kepler 2015,SDSS J110644.27-003927.4 Kepler 2015,10500,8,,He,Gaia DR3 3803570123340582400,166.684499667993,-0.6576199752741,,https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.4078K/abstract,,-9.292,,0.045,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,SDSS J110836.29+303304.6,Coutu 2019,SDSS J110836.29+303304.6 Coutu 2019,6530,8,0.57,He,Gaia DR3 732899545876664832,167.15122572718,30.5513412903471,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,-3.44,-10.37,-1,0.09,207,0.27,0.17,5.2994170641,0.8088140511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,SDSS J123216.13+323240.40,Kepler 2016,SDSS J123216.13+323240.40 Kepler 2016,7379,8,,He,Gaia DR3 732899545876664832,167.15122572718,30.5513412903471,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,-9.703,,,135,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,SDSS J110930.19+211241.0,Coutu 2019,SDSS J110930.19+211241.0 Coutu 2019,6684,8,,He,,167.37563,21.21136,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,-3.6,-10.83,-1,0.2,268,,,4.3687199651,0.2901028548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,SDSS J110930.19+211241.04,Kepler 2016,SDSS J110930.19+211241.04 Kepler 2016,6626,8,,He,,167.37579,21.2114,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,-10.289,,,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,SDSS J125228.96+332756.42,Kepler 2016,SDSS J125228.96+332756.42 Kepler 2016,8282,8,,He,Gaia DR3 3991345131449071488,167.375947942285,21.2114159837138,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,-10.17,,,126,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,SDSS J105842.69+521823.1,Koester 2015,SDSS J105842.69+521823.1 Koester 2015,12862,8,,He,Gaia DR3 3965233688795064832,167.490935495792,13.3077995683658,,https://ui.adsabs.harvard.edu/abs/2015A%26A...583A..86K/abstract,-4.02,-8.39,0.34,0.2,92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,WD1107+265,Zuckerman 2010,WD1107+265 Zuckerman 2010,14850,,,He,Gaia DR3 3998086241534550144,167.499445416234,26.313116953547,,https://ui.adsabs.harvard.edu/abs/2010ApJ...722..725Z/abstract,,-9.9,,0,,,,12.57784197,0.04747936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14791083.8816821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,SDSS J111004.40+300918.40,Genest-Beaulieu 2019,SDSS J111004.40+300918.40 Genest-Beaulieu 2019,15539,8.43,0.86,He,Gaia DR3 732635349553030400,167.518340271338,30.1551457012219,,https://ui.adsabs.harvard.edu/abs/2019ApJ...882..106G/abstract,-5.023,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,SDSS J025934.98-072134.2,Koester 2015,SDSS J025934.98-072134.2 Koester 2015,15433,8,,He,Gaia DR3 732635349553030400,167.518340271338,30.1551457012219,,https://ui.adsabs.harvard.edu/abs/2015A%26A...583A..86K/abstract,,-6.77,,0.22,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,SDSS J111215.06+070052.4,Coutu 2019,SDSS J111215.06+070052.4 Coutu 2019,6664,7.76,0.44,He,Gaia DR3 3818095805815429760,168.062758441618,7.0146069960822,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,-3.8,-10,-1,0.17,120,0.15,0.08,6.3979526552,0.5198592369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,SDSSJ111215.05+070052.3,Dufour 2007,SDSSJ111215.05+070052.3 Dufour 2007,6890,,,He,Gaia DR3 3818095805815429760,168.062758441618,7.0146069960822,,https://ui.adsabs.harvard.edu/abs/2007ApJ...663.1291D/abstract,-3,-9.02,-1,0.08,120,,,6.17745126,0.38209268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,SDSS J111348.39+600229.30,Genest-Beaulieu 2019,SDSS J111348.39+600229.30 Genest-Beaulieu 2019,17497,8.04,0.618,He,Gaia DR3 860869741433316096,168.45163668984,60.0414615134514,,https://ui.adsabs.harvard.edu/abs/2019ApJ...882..106G/abstract,-3.64,-6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,SDSS J111349.33+222842.9,Coutu 2019,SDSS J111349.33+222842.9 Coutu 2019,6631,8,,He,Gaia DR3 3991951069730422784,168.455551939997,22.4786436634589,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,-3.55,-10.76,-1,0.13,196,,,5.0025012506,0.2477476857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,SDSS J125238.85+333008.33,Kepler 2016,SDSS J125238.85+333008.33 Kepler 2016,6489,8,,He,Gaia DR3 3991951069730422784,168.455551939997,22.4786436634589,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,-9.587,,,113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,SDSS J111350.59+455051.2,Coutu 2019,SDSS J111350.59+455051.2 Coutu 2019,9836,8.09,0.63,He,Gaia DR3 788216246452663040,168.4607267067,45.8475852283278,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,-5.85,-10.76,-1,0.18,315,0.09,0.06,7.225433526,0.2662551372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,SDSS J111403.74-000424.5,Kepler 2015,SDSS J111403.74-000424.5 Kepler 2015,8812,8,,He,Gaia DR3 3804038966266973568,168.515571495456,-0.0734144191478,,https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.4078K/abstract,,-7.986,,0.041,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,SDSS J111409.30+295730.3,Coutu 2019,SDSS J111409.30+295730.3 Coutu 2019,6689,8,,He,,168.53871,29.95822,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,-3.61,-9.95,-1,0.09,167,,,5.5617352614,0.2289034535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,SDSS J131028.90+314901.58,Kepler 2016,SDSS J131028.90+314901.58 Kepler 2016,7903,8,,He,Gaia DR3 732584600219557120,168.538766201822,29.9585491235924,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,-8.985,,,230,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,J1114+6546,Caron 2023,J1114+6546 Caron 2023,5864,8.175,0.682,He,Gaia DR3 1056003918305358592,168.709670655082,65.7795371547514,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.4529C/abstract,-4,-10.44,,,40,0.018,0.016,14.29655997,0.12716644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,SDSSJ1114+6546,Kilic 2020,SDSSJ1114+6546 Kilic 2020,5915,,,He,Gaia DR3 1056003918305358592,168.709670655082,65.7795371547514,,https://ui.adsabs.harvard.edu/abs/2020ApJ...898...84K/abstract,-4,-10.4,0,0,,,,14.29655997,0.12716644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,SDSS J111549.85+172056.8,Coutu 2019,SDSS J111549.85+172056.8 Coutu 2019,8112,8,,He,,168.95771,17.34914,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,-4.8,-10.45,-1,0.24,792,,,2.3084025854,0.3319794115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,SDSS J111549.85+172056.8,Kepler 2015,SDSS J111549.85+172056.8 Kepler 2015,9728,8,,He,,168.95771,17.34914,,https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.4078K/abstract,,-8.797,,0.263,261,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,SDSS J111733.31+082605.3,Coutu 2019,SDSS J111733.31+082605.3 Coutu 2019,8657,8,,He,,169.38879,8.43483,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,-5.37,-9.93,-1,0.24,667,,,2.427184466,0.2680507117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,SDSS J111733.31+082605.3,Kepler 2015,SDSS J111733.31+082605.3 Kepler 2015,10978,8,,He,,169.38879,8.43483,,https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.4078K/abstract,,-8.209,,0.286,340,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,SDSS J103310.69+283707.5,Coutu 2019,SDSS J103310.69+283707.5 Coutu 2019,6681,8,,He,Gaia DR3 729218617173430784,169.424,33.189203,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,-3.6,-9.05,-1,0.27,240,,,3.4340659341,0.2063741547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,SDSS J111741.76+331121.13,Kepler 2016,SDSS J111741.76+331121.13 Kepler 2016,6693,8,,He,Gaia DR3 729218617173430784,169.424,33.189203,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,-9.626,,,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,SDSS J111817.14+083801.9,Coutu 2019,SDSS J111817.14+083801.9 Coutu 2019,9058,8,,He,,169.57142,8.63386,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,-5.59,-9.4,-1,0.32,876,,,2.1335609132,0.3054447136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,SDSS J111817.14+083801.9,Kepler 2015,SDSS J111817.14+083801.9 Kepler 2015,10851,8,,He,,169.57142,8.63386,,https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.4078K/abstract,,-7.864,,0.263,300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,Gaia DR3 839750257663742464,Badenas-Agusti 2023,Gaia DR3 839750257663742464 Badenas-Agusti 2023,10472,8.0703,0.6238,He,Gaia DR3 839750257663742464,170.146677405916,52.9651206890826,,https://ui.adsabs.harvard.edu/abs/2023arXiv231019790B/abstract,-5.3908,-9.3165,0.1287,0.1092,773,0.1227,0.0774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,SDSSJ1120+5257,Kepler 2021,SDSSJ1120+5257 Kepler 2021,10566,8.056,0.606,He,Gaia DR3 839750257663742464,170.146677405916,52.9651206890826,,https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.4646K/abstract,,-9.097,,0.01,141,0.027,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,SDSS J112125.75+141713.6,Coutu 2019,SDSS J112125.75+141713.6 Coutu 2019,8921,8.04,0.6,He,Gaia DR3 3966668139152301568,170.357271139092,14.2871573929778,,https://ui.adsabs.harvard.edu/abs/2019ApJ...885...74C/abstract,-3.71,-11.13,0.15,0.19,352,0.13,0.08,6.0790273556,0.3104184182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
